a,b,cos,inliers,n_photos,photo_a,photo_b
1015789226,1015901163,1.0000141859054565,1105,3,1015789226/1.jpg,1015789226/1.jpg
1001644754,1014680861,0.995533287525177,1105,2,1001644754/0.jpg,1014680861/0.jpg
1015050402,1015098677,0.9961705207824707,1103,4,1015050402/0.jpg,1015098677/2.jpg
1007926125,1014878722,0.9988616704940796,1095,1,1007926125/0.jpg,1014878722/1.jpg
1012475178,1012579205,0.998333752155304,1080,1,1012475178/0.jpg,1012579205/0.jpg
1015779347,1015780091,0.9996100664138794,1078,3,1015779347/2.jpg,1015780091/1.jpg
1013957876,1015781377,0.9992374181747437,1068,3,1013957876/1.jpg,1015781377/1.jpg
1015218767,1015636098,0.9969602823257446,1068,2,1015218767/0.jpg,1015636098/3.jpg
1015267213,1015360728,0.9739221334457397,1060,3,1015267213/1.jpg,1015360728/1.jpg
1015922702,1015922715,0.9995241165161133,1058,5,1015922702/3.jpg,1015922715/3.jpg
1000854673,1015860324,0.9987264275550842,1051,1,1000854673/0.jpg,1015860324/0.jpg
1015172226,1015286587,0.9885975122451782,1051,3,1015172226/3.jpg,1015286587/3.jpg
1015031221,1015786592,0.9717073440551758,1051,2,1015031221/1.jpg,1015786592/0.jpg
1015551529,1015924435,0.9955216646194458,1048,1,1015551529/1.jpg,1015924435/2.jpg
1002097114,1015381524,0.9628350734710693,1046,1,1002097114/0.jpg,1015381524/3.jpg
1014690173,1015340034,0.989209771156311,1042,4,1014690173/2.jpg,1015340034/2.jpg
1014592218,1015847481,0.993040919303894,1036,3,1014592218/2.jpg,1015847481/2.jpg
761494283,762279454,0.9929020404815674,1031,1,761494283/0.jpg,762279454/0.jpg
760072586,760190728,0.9873047471046448,1030,2,760072586/0.jpg,760190728/0.jpg
1013718985,1014217396,0.9973790645599365,1023,2,1013718985/0.jpg,1014217396/1.jpg
1015823333,1015895361,0.9975795149803162,1007,1,1015823333/1.jpg,1015895361/0.jpg
